input 0, model gemma3:4b, multimodal True, temp 0, question_time 5.0179431438446045, answer /gpt-mission-planner/app/gpt_outputs/tmpqj3t0mk4, ret 5.364554405212402, answer /gpt-mission-planner/app/gpt_outputs/tmpsd_9yoga, ret 5.73991322517395, answer /gpt-mission-planner/app/gpt_outputs/tmp_08pj6tx, ret 5.761718034744263, answer /gpt-mission-planner/app/gpt_outputs/tmpsvlwd_0m, ret 1.2565727233886719, answer /gpt-mission-planner/app/gpt_outputs/tmphp2mr3f_, ret 1.0821406841278076, answer /gpt-mission-planner/app/gpt_outputs/tmprx3rfd2i, ret 0.9518718719482422, answer /gpt-mission-planner/app/gpt_outputs/tmpy6198nlf, ret 0.4638633728027344, answer /gpt-mission-planner/app/gpt_outputs/tmpctp9x8d8, ret 0.6822960376739502, answer /gpt-mission-planner/app/gpt_outputs/tmpdwb117l3, ret 0.6032845973968506, answer /gpt-mission-planner/app/gpt_outputs/tmpvgi08pp5, ret 0.8664243221282959, answer /gpt-mission-planner/app/gpt_outputs/tmpgrpwz_bk, succ False
input 5, model mistral, multimodal False, temp 0.25, question_time 10.584403038024902, answer /gpt-mission-planner/app/gpt_outputs/tmphq3hyhb2, ret 4.291838884353638, answer /gpt-mission-planner/app/gpt_outputs/tmp76qme796, ret 12.837152242660522, answer /gpt-mission-planner/app/gpt_outputs/tmpj05knouo, ret 18.882177352905273, answer /gpt-mission-planner/app/gpt_outputs/tmpu1sp_v6o, ret 11.842470407485962, answer /gpt-mission-planner/app/gpt_outputs/tmpb5v148g_, ret 10.992844581604004, answer /gpt-mission-planner/app/gpt_outputs/tmpf_9pgjxl, ret 10.952041387557983, answer /gpt-mission-planner/app/gpt_outputs/tmpd2m2r0j6, ret 11.008584976196289, answer /gpt-mission-planner/app/gpt_outputs/tmpnu_33qj6, ret 11.005657196044922, answer /gpt-mission-planner/app/gpt_outputs/tmp4nbi0u7d, ret 10.934321880340576, answer /gpt-mission-planner/app/gpt_outputs/tmpjk8k6xzp, ret 10.816646099090576, answer /gpt-mission-planner/app/gpt_outputs/tmpa07kzd8a, succ False
input 6, model mistral, multimodal False, temp 0.25, question_time 10.821221351623535, answer /gpt-mission-planner/app/gpt_outputs/tmpnknnaqsp, ret 10.462171077728271, answer /gpt-mission-planner/app/gpt_outputs/tmpmjk1n27s, ret 10.697974920272827, answer /gpt-mission-planner/app/gpt_outputs/tmpbuplkb4i, ret 11.069079637527466, answer /gpt-mission-planner/app/gpt_outputs/tmp472lg5tf, ret 11.314351797103882, answer /gpt-mission-planner/app/gpt_outputs/tmp7d0y43_u, ret 11.305105686187744, answer /gpt-mission-planner/app/gpt_outputs/tmp8xycn01n, ret 11.116545677185059, answer /gpt-mission-planner/app/gpt_outputs/tmp9_arsg7l, ret 11.284951210021973, answer /gpt-mission-planner/app/gpt_outputs/tmp6a1nlago, ret 10.412775754928589, answer /gpt-mission-planner/app/gpt_outputs/tmpvzf_t6ly, ret 10.394156455993652, answer /gpt-mission-planner/app/gpt_outputs/tmpyy0s4udw, ret 10.350774049758911, answer /gpt-mission-planner/app/gpt_outputs/tmpvmqnyr4s, succ False
input 7, model mistral, multimodal False, temp 0.25, question_time 11.367782831192017, answer /gpt-mission-planner/app/gpt_outputs/tmpd_6_9o9w, ret 11.449378967285156, answer /gpt-mission-planner/app/gpt_outputs/tmp_4vtaokb, ret 13.655741453170776, answer /gpt-mission-planner/app/gpt_outputs/tmp5otwndoi, ret 13.76588773727417, answer /gpt-mission-planner/app/gpt_outputs/tmp2ph5p09m, ret 13.819921970367432, answer /gpt-mission-planner/app/gpt_outputs/tmpjt4je5e2, ret 13.812605619430542, answer /gpt-mission-planner/app/gpt_outputs/tmp0gn67clp, ret 13.801038980484009, answer /gpt-mission-planner/app/gpt_outputs/tmpf2nxkozb, ret 13.813652992248535, answer /gpt-mission-planner/app/gpt_outputs/tmpjq5vnnlu, ret 13.81075930595398, answer /gpt-mission-planner/app/gpt_outputs/tmpmxcdy5vy, ret 13.795799732208252, answer /gpt-mission-planner/app/gpt_outputs/tmpo7vd_uqa, ret 13.806790113449097, answer /gpt-mission-planner/app/gpt_outputs/tmphnjoaf52, succ False
input 8, model mistral, multimodal False, temp 0.25, question_time 10.185587882995605, answer /gpt-mission-planner/app/gpt_outputs/tmpx9dr5sgy, ret 10.229822158813477, answer /gpt-mission-planner/app/gpt_outputs/tmps1e34yld, ret 9.062047004699707, answer /gpt-mission-planner/app/gpt_outputs/tmpawn9ocro, ret 9.341057538986206, answer /gpt-mission-planner/app/gpt_outputs/tmp85p7bo_r, ret 9.317888736724854, answer /gpt-mission-planner/app/gpt_outputs/tmp6gf9ufet, ret 9.318570613861084, answer /gpt-mission-planner/app/gpt_outputs/tmpeh62fad4, ret 9.3228759765625, answer /gpt-mission-planner/app/gpt_outputs/tmp98q5vz4k, ret 9.322176694869995, answer /gpt-mission-planner/app/gpt_outputs/tmpe6cusg2q, ret 9.324431896209717, answer /gpt-mission-planner/app/gpt_outputs/tmpao9vpx6s, ret 9.324760675430298, answer /gpt-mission-planner/app/gpt_outputs/tmp9glm43z_, ret 9.326756954193115, answer /gpt-mission-planner/app/gpt_outputs/tmp4x90vltq, succ False
input 9, model mistral, multimodal False, temp 0.25, question_time 9.654752731323242, answer /gpt-mission-planner/app/gpt_outputs/tmphh8uqcn9, ret 10.025534391403198, answer /gpt-mission-planner/app/gpt_outputs/tmpchc4m1wn, ret 7.245830774307251, answer /gpt-mission-planner/app/gpt_outputs/tmpzfrrvp23, ret 7.469007730484009, answer /gpt-mission-planner/app/gpt_outputs/tmprwjakoy6, ret 7.375629425048828, answer /gpt-mission-planner/app/gpt_outputs/tmpsyninw34, ret 7.380400657653809, answer /gpt-mission-planner/app/gpt_outputs/tmpywlt6q3v, ret 7.3748109340667725, answer /gpt-mission-planner/app/gpt_outputs/tmpthpj17mh, ret 7.504445791244507, answer /gpt-mission-planner/app/gpt_outputs/tmp77mb3kw1, ret 7.379949331283569, answer /gpt-mission-planner/app/gpt_outputs/tmpq3kodero, ret 7.374835252761841, answer /gpt-mission-planner/app/gpt_outputs/tmpjifgkzg_, ret 7.605621337890625, answer /gpt-mission-planner/app/gpt_outputs/tmpdhs73jas, succ False
input 10, model mistral, multimodal False, temp 0.25, question_time 10.005200862884521, answer /gpt-mission-planner/app/gpt_outputs/tmpwl2oo8m8, ret 11.134263038635254, answer /gpt-mission-planner/app/gpt_outputs/tmpk1pjv88_, ret 6.480394601821899, answer /gpt-mission-planner/app/gpt_outputs/tmpsqr8wehx, ret 8.186907529830933, answer /gpt-mission-planner/app/gpt_outputs/tmp8w_gt1ix, ret 7.975721597671509, answer /gpt-mission-planner/app/gpt_outputs/tmprda2qyud, ret 7.780375242233276, answer /gpt-mission-planner/app/gpt_outputs/tmphp9p9zd5, ret 8.343571424484253, answer /gpt-mission-planner/app/gpt_outputs/tmpfssvgthv, ret 8.356476306915283, answer /gpt-mission-planner/app/gpt_outputs/tmp3n258mxn, ret 8.358221769332886, answer /gpt-mission-planner/app/gpt_outputs/tmp7x7nbyc1, ret 8.353710651397705, answer /gpt-mission-planner/app/gpt_outputs/tmph0_xxngb, ret 8.365770101547241, answer /gpt-mission-planner/app/gpt_outputs/tmp2lnrhgbp, succ False
input 0, model mistral, multimodal False, temp 0.5, question_time 7.0694944858551025, answer /gpt-mission-planner/app/gpt_outputs/tmpaelv_a7i, ret 7.24252724647522, answer /gpt-mission-planner/app/gpt_outputs/tmpag9w6sr8, ret 7.74502968788147, answer /gpt-mission-planner/app/gpt_outputs/tmpnl50uwo6, ret 9.692368507385254, answer /gpt-mission-planner/app/gpt_outputs/tmpb0txf_zi, ret 9.74122953414917, answer /gpt-mission-planner/app/gpt_outputs/tmp9nutwid4, ret 10.450303077697754, answer /gpt-mission-planner/app/gpt_outputs/tmpm4llxdzo, ret 10.37063217163086, answer /gpt-mission-planner/app/gpt_outputs/tmper6gl_mx, ret 10.191828489303589, answer /gpt-mission-planner/app/gpt_outputs/tmphqr_ilkc, ret 10.104412078857422, answer /gpt-mission-planner/app/gpt_outputs/tmpjhmvy5p1, ret 10.00295376777649, answer /gpt-mission-planner/app/gpt_outputs/tmppy_di07_, ret 10.087301254272461, answer /gpt-mission-planner/app/gpt_outputs/tmpcnqibdyh, succ False
input 1, model mistral, multimodal False, temp 0.5, question_time 6.625531196594238, answer /gpt-mission-planner/app/gpt_outputs/tmpixf76100, ret 7.914139986038208, answer /gpt-mission-planner/app/gpt_outputs/tmp_c96yyoe, ret 6.646295070648193, answer /gpt-mission-planner/app/gpt_outputs/tmpishwtv0k, ret 8.457996368408203, answer /gpt-mission-planner/app/gpt_outputs/tmp67my32oo, ret 8.469035863876343, answer /gpt-mission-planner/app/gpt_outputs/tmpz6v9og_c, ret 8.66222095489502, answer /gpt-mission-planner/app/gpt_outputs/tmpgq2gj125, ret 8.669697999954224, answer /gpt-mission-planner/app/gpt_outputs/tmplu6wq1cs, ret 8.66210389137268, answer /gpt-mission-planner/app/gpt_outputs/tmpkllgd738, ret 8.668833255767822, answer /gpt-mission-planner/app/gpt_outputs/tmp3xhhjjwg, ret 8.703187227249146, answer /gpt-mission-planner/app/gpt_outputs/tmpq1r_0p5a, ret 8.702396869659424, answer /gpt-mission-planner/app/gpt_outputs/tmp30hhe0_e, succ False
input 2, model mistral, multimodal False, temp 0.5, question_time 8.149615049362183, answer /gpt-mission-planner/app/gpt_outputs/tmpuh7_tn3b, ret 8.071593284606934, answer /gpt-mission-planner/app/gpt_outputs/tmphz2h3wt1, ret 8.954176187515259, answer /gpt-mission-planner/app/gpt_outputs/tmp0r3ben41, ret 9.970443725585938, answer /gpt-mission-planner/app/gpt_outputs/tmpu4vh0vig, ret 9.930790662765503, answer /gpt-mission-planner/app/gpt_outputs/tmpabnren3i, ret 9.052978038787842, answer /gpt-mission-planner/app/gpt_outputs/tmpp34lw1l6, ret 9.133973360061646, answer /gpt-mission-planner/app/gpt_outputs/tmpugz4xds5, ret 9.148290395736694, answer /gpt-mission-planner/app/gpt_outputs/tmp06d9t35r, ret 9.153125762939453, answer /gpt-mission-planner/app/gpt_outputs/tmpo_3fpefw, ret 9.163114547729492, answer /gpt-mission-planner/app/gpt_outputs/tmpnzabuzyg, ret 9.156758546829224, answer /gpt-mission-planner/app/gpt_outputs/tmpungp6ish, succ False
input 3, model mistral, multimodal False, temp 0.5, question_time 8.472757577896118, answer /gpt-mission-planner/app/gpt_outputs/tmpureuct_8, ret 11.280392169952393, answer /gpt-mission-planner/app/gpt_outputs/tmpxny8fq05, ret 6.635326385498047, answer /gpt-mission-planner/app/gpt_outputs/tmp5m7uxp6h, ret 7.657182693481445, answer /gpt-mission-planner/app/gpt_outputs/tmparg5nkoi, ret 7.482233047485352, answer /gpt-mission-planner/app/gpt_outputs/tmpo_pgk6db, ret 8.715116739273071, answer /gpt-mission-planner/app/gpt_outputs/tmpgv5s_xla, ret 8.69524621963501, answer /gpt-mission-planner/app/gpt_outputs/tmp6dr222n6, ret 8.717166662216187, answer /gpt-mission-planner/app/gpt_outputs/tmpm_7kvjc3, ret 8.71776533126831, answer /gpt-mission-planner/app/gpt_outputs/tmp51q5weor, ret 8.706235647201538, answer /gpt-mission-planner/app/gpt_outputs/tmptq2d97f8, ret 8.702995538711548, answer /gpt-mission-planner/app/gpt_outputs/tmpjxmejjl3, succ False
input 4, model mistral, multimodal False, temp 0.5, question_time 12.111868619918823, answer /gpt-mission-planner/app/gpt_outputs/tmp6umjzoh8, ret 13.456520795822144, answer /gpt-mission-planner/app/gpt_outputs/tmpazz8_mr9, ret 13.167477130889893, answer /gpt-mission-planner/app/gpt_outputs/tmp0qmvoczm, ret 11.849677324295044, answer /gpt-mission-planner/app/gpt_outputs/tmpmo9pu4pv, ret 12.048182964324951, answer /gpt-mission-planner/app/gpt_outputs/tmpt3ff4z9t, ret 11.685678243637085, answer /gpt-mission-planner/app/gpt_outputs/tmpfobtc_jo, ret 9.274596691131592, answer /gpt-mission-planner/app/gpt_outputs/tmpjvuu492i, ret 9.132023572921753, answer /gpt-mission-planner/app/gpt_outputs/tmppc2visym, ret 7.50163722038269, answer /gpt-mission-planner/app/gpt_outputs/tmpzzqnw7ky, ret 7.727110385894775, answer /gpt-mission-planner/app/gpt_outputs/tmpxhzri78i, ret 7.6845293045043945, answer /gpt-mission-planner/app/gpt_outputs/tmpl4_2uqq8, succ False
input 5, model mistral, multimodal False, temp 0.5, question_time 12.13503384590149, answer /gpt-mission-planner/app/gpt_outputs/tmpude77c54, ret 11.784478187561035, answer /gpt-mission-planner/app/gpt_outputs/tmpyll0luiq, ret 10.773457288742065, answer /gpt-mission-planner/app/gpt_outputs/tmpqj53c7eo, ret 10.63434648513794, answer /gpt-mission-planner/app/gpt_outputs/tmpbgqi1u50, ret 10.194621086120605, answer /gpt-mission-planner/app/gpt_outputs/tmpxg9cqozq, ret 10.945855140686035, answer /gpt-mission-planner/app/gpt_outputs/tmpqj2eu9vg, ret 5.99678897857666, answer /gpt-mission-planner/app/gpt_outputs/tmpyxvxh9wr, ret 5.998398780822754, answer /gpt-mission-planner/app/gpt_outputs/tmp81jgktlw, ret 6.220127582550049, answer /gpt-mission-planner/app/gpt_outputs/tmpt5bk9kcn, ret 6.173833847045898, answer /gpt-mission-planner/app/gpt_outputs/tmplwb7xff7, ret 6.483270645141602, answer /gpt-mission-planner/app/gpt_outputs/tmpcvfxkd6b, succ False
input 6, model mistral, multimodal False, temp 0.5, question_time 8.00112009048462, answer /gpt-mission-planner/app/gpt_outputs/tmp_5hhv5et, ret 8.90801215171814, answer /gpt-mission-planner/app/gpt_outputs/tmpoq2zmlt0, ret 8.684399843215942, answer /gpt-mission-planner/app/gpt_outputs/tmpr168wwhp, ret 9.327512979507446, answer /gpt-mission-planner/app/gpt_outputs/tmpl4jvhdj6, ret 9.416157484054565, answer /gpt-mission-planner/app/gpt_outputs/tmpl0jwp_5s, ret 7.5147316455841064, answer /gpt-mission-planner/app/gpt_outputs/tmpty51gu2m, ret 7.466690540313721, answer /gpt-mission-planner/app/gpt_outputs/tmp9mu2dt1l, ret 7.405038118362427, answer /gpt-mission-planner/app/gpt_outputs/tmp_26gc0gz, ret 7.404309988021851, answer /gpt-mission-planner/app/gpt_outputs/tmpfozkoe8p, ret 7.4086198806762695, answer /gpt-mission-planner/app/gpt_outputs/tmpp9vu9am3, ret 8.003284692764282, answer /gpt-mission-planner/app/gpt_outputs/tmpd3rkile7, succ False
input 7, model mistral, multimodal False, temp 0.5, question_time 12.727795362472534, answer /gpt-mission-planner/app/gpt_outputs/tmpl0171c8t, ret 12.373672485351562, answer /gpt-mission-planner/app/gpt_outputs/tmp_7rt4_e8, ret 12.603228569030762, answer /gpt-mission-planner/app/gpt_outputs/tmpvqnwqd0k, ret 13.612918615341187, answer /gpt-mission-planner/app/gpt_outputs/tmptsbse6ta, ret 13.607738971710205, answer /gpt-mission-planner/app/gpt_outputs/tmplo2gzfaq, ret 13.70052194595337, answer /gpt-mission-planner/app/gpt_outputs/tmpvy3uu67x, ret 13.698285818099976, answer /gpt-mission-planner/app/gpt_outputs/tmp0x3yuk0c, ret 13.72470474243164, answer /gpt-mission-planner/app/gpt_outputs/tmpvv18zy99, ret 13.71209454536438, answer /gpt-mission-planner/app/gpt_outputs/tmpf35uaeno, ret 13.309306144714355, answer /gpt-mission-planner/app/gpt_outputs/tmpt_ftf5or, ret 14.6269371509552, answer /gpt-mission-planner/app/gpt_outputs/tmp_fp5vu06, succ False
input 8, model mistral, multimodal False, temp 0.5, question_time 7.862358331680298, answer /gpt-mission-planner/app/gpt_outputs/tmpmrc42pha, ret 6.960817575454712, answer /gpt-mission-planner/app/gpt_outputs/tmp_t4w9e6l, ret 7.17326807975769, answer /gpt-mission-planner/app/gpt_outputs/tmp3_klaka7, ret 7.803125381469727, answer /gpt-mission-planner/app/gpt_outputs/tmp_d5wbmjv, ret 7.838701963424683, answer /gpt-mission-planner/app/gpt_outputs/tmppt__09ud, ret 7.849226236343384, answer /gpt-mission-planner/app/gpt_outputs/tmp9il0d3ya, ret 7.852856159210205, answer /gpt-mission-planner/app/gpt_outputs/tmpdk7s3ck1, ret 7.854648113250732, answer /gpt-mission-planner/app/gpt_outputs/tmphe_gf_xa, ret 7.857175350189209, answer /gpt-mission-planner/app/gpt_outputs/tmpwtkq2ssn, ret 7.846278667449951, answer /gpt-mission-planner/app/gpt_outputs/tmp71sd5cq5, ret 7.842290878295898, answer /gpt-mission-planner/app/gpt_outputs/tmpj7p1mxap, succ False
input 9, model mistral, multimodal False, temp 0.5, question_time 8.076000928878784, answer /gpt-mission-planner/app/gpt_outputs/tmpcitr56yx, ret 2.7571098804473877, answer /gpt-mission-planner/app/gpt_outputs/tmpnww62s40, ret 6.778188228607178, answer /gpt-mission-planner/app/gpt_outputs/tmpsl1p0fas, ret 6.952050685882568, answer /gpt-mission-planner/app/gpt_outputs/tmpma7q7d8d, ret 7.574774742126465, answer /gpt-mission-planner/app/gpt_outputs/tmp2_r3q3nz, ret 7.377706289291382, answer /gpt-mission-planner/app/gpt_outputs/tmpnx_rh2i1, ret 7.357396602630615, answer /gpt-mission-planner/app/gpt_outputs/tmp9jx6vyq0, ret 7.316878795623779, answer /gpt-mission-planner/app/gpt_outputs/tmpldfs5scg, ret 7.336700201034546, answer /gpt-mission-planner/app/gpt_outputs/tmp1gn_3zch, ret 7.321168899536133, answer /gpt-mission-planner/app/gpt_outputs/tmph5hqrq9k, ret 7.334808111190796, answer /gpt-mission-planner/app/gpt_outputs/tmpudh8ujeq, succ False
input 10, model mistral, multimodal False, temp 0.5, question_time 9.063659191131592, answer /gpt-mission-planner/app/gpt_outputs/tmpeh2my0wo, ret 9.42527961730957, answer /gpt-mission-planner/app/gpt_outputs/tmpqqegsmqj, ret 15.248599290847778, answer /gpt-mission-planner/app/gpt_outputs/tmpgfhga_9s, ret 15.52805495262146, answer /gpt-mission-planner/app/gpt_outputs/tmp7hn4oej2, ret 15.507428646087646, answer /gpt-mission-planner/app/gpt_outputs/tmpbeqvayph, ret 16.267684936523438, answer /gpt-mission-planner/app/gpt_outputs/tmpti9bagfh, ret 17.508618354797363, answer /gpt-mission-planner/app/gpt_outputs/tmpdru_bp60, ret 12.671674728393555, answer /gpt-mission-planner/app/gpt_outputs/tmpvoh8j0_v, ret 10.005417346954346, answer /gpt-mission-planner/app/gpt_outputs/tmp34clo6dc, ret 9.898719787597656, answer /gpt-mission-planner/app/gpt_outputs/tmpckoa5ldb, ret 10.009241342544556, answer /gpt-mission-planner/app/gpt_outputs/tmphqdo6w2b, succ False
input 0, model mistral, multimodal False, temp 0.75, question_time 9.599722623825073, answer /gpt-mission-planner/app/gpt_outputs/tmphgsn7qv7, ret 10.227615594863892, answer /gpt-mission-planner/app/gpt_outputs/tmps8heaorp, ret 9.26122498512268, answer /gpt-mission-planner/app/gpt_outputs/tmpef2pc1lk, ret 9.47132682800293, answer /gpt-mission-planner/app/gpt_outputs/tmpd3xv4_3_, ret 9.45681381225586, answer /gpt-mission-planner/app/gpt_outputs/tmpoxs2vcmk, ret 9.446375370025635, answer /gpt-mission-planner/app/gpt_outputs/tmpsbetriuz, ret 9.449422359466553, answer /gpt-mission-planner/app/gpt_outputs/tmpztj5364b, ret 9.619827032089233, answer /gpt-mission-planner/app/gpt_outputs/tmpej4tmg1n, ret 9.62460732460022, answer /gpt-mission-planner/app/gpt_outputs/tmpumlz41zj, ret 9.625356435775757, answer /gpt-mission-planner/app/gpt_outputs/tmpcyaf5zfw, ret 9.628007650375366, answer /gpt-mission-planner/app/gpt_outputs/tmppgt_lj48, succ False
input 1, model mistral, multimodal False, temp 0.75, question_time 8.462437391281128, answer /gpt-mission-planner/app/gpt_outputs/tmpf533dbh3, ret 7.938829660415649, answer /gpt-mission-planner/app/gpt_outputs/tmpbux0p_9v, ret 7.350506067276001, answer /gpt-mission-planner/app/gpt_outputs/tmpynxgl5tq, ret 7.010895490646362, answer /gpt-mission-planner/app/gpt_outputs/tmpeziumi07, ret 6.997100591659546, answer /gpt-mission-planner/app/gpt_outputs/tmpo2w8pdqr, ret 6.964003324508667, answer /gpt-mission-planner/app/gpt_outputs/tmputc2lqzy, ret 6.970513343811035, answer /gpt-mission-planner/app/gpt_outputs/tmps8ykv135, ret 10.095059633255005, answer /gpt-mission-planner/app/gpt_outputs/tmp2a01ja4i, ret 9.563805103302002, answer /gpt-mission-planner/app/gpt_outputs/tmpatlskhis, ret 9.644407033920288, answer /gpt-mission-planner/app/gpt_outputs/tmpmdqq7n_j, ret 9.635560512542725, answer /gpt-mission-planner/app/gpt_outputs/tmp64yqyd8q, succ False
input 2, model mistral, multimodal False, temp 0.75, question_time 7.161999225616455, answer /gpt-mission-planner/app/gpt_outputs/tmprttr46ef, ret 7.581660985946655, answer /gpt-mission-planner/app/gpt_outputs/tmp584mq6ig, ret 11.536695957183838, answer /gpt-mission-planner/app/gpt_outputs/tmpbsy_ao49, ret 9.318008184432983, answer /gpt-mission-planner/app/gpt_outputs/tmpbm5qqj2x, ret 7.75752854347229, answer /gpt-mission-planner/app/gpt_outputs/tmpnwfg3i2m, ret 9.35565972328186, answer /gpt-mission-planner/app/gpt_outputs/tmpbwiz8y8i, ret 9.235382080078125, answer /gpt-mission-planner/app/gpt_outputs/tmpifbwrdvk, ret 9.26975131034851, answer /gpt-mission-planner/app/gpt_outputs/tmp3pjo6_94, ret 9.285594463348389, answer /gpt-mission-planner/app/gpt_outputs/tmp8bz2k7iq, ret 9.279858112335205, answer /gpt-mission-planner/app/gpt_outputs/tmp9qgtc40k, ret 9.27929162979126, answer /gpt-mission-planner/app/gpt_outputs/tmpbk62j0vf, succ False
input 3, model mistral, multimodal False, temp 0.75, question_time 12.728675842285156, answer /gpt-mission-planner/app/gpt_outputs/tmp8upihqx6, ret 11.090703964233398, answer /gpt-mission-planner/app/gpt_outputs/tmpbbi5ubv1, ret 11.09892463684082, answer /gpt-mission-planner/app/gpt_outputs/tmpxt_9mr8f, ret 10.81412124633789, answer /gpt-mission-planner/app/gpt_outputs/tmpl8nhxjwk, ret 10.79524564743042, answer /gpt-mission-planner/app/gpt_outputs/tmp86mm01c1, ret 11.647916793823242, answer /gpt-mission-planner/app/gpt_outputs/tmpe4eu2rfk, ret 10.416900157928467, answer /gpt-mission-planner/app/gpt_outputs/tmp7z8751no, ret 10.354121685028076, answer /gpt-mission-planner/app/gpt_outputs/tmp7yharn99, ret 8.467021942138672, answer /gpt-mission-planner/app/gpt_outputs/tmp4fr4ax9g, ret 8.540635585784912, answer /gpt-mission-planner/app/gpt_outputs/tmp0rkl18g2, ret 8.501099824905396, answer /gpt-mission-planner/app/gpt_outputs/tmpwrl0riey, succ False
input 4, model mistral, multimodal False, temp 0.75, question_time 6.368507385253906, answer /gpt-mission-planner/app/gpt_outputs/tmpgny9ehdm, ret 9.742415428161621, answer /gpt-mission-planner/app/gpt_outputs/tmp_3b_gl94, ret 6.403819799423218, answer /gpt-mission-planner/app/gpt_outputs/tmpyu_stwqu, ret 6.544080018997192, answer /gpt-mission-planner/app/gpt_outputs/tmp2_065fy5, ret 7.979901075363159, answer /gpt-mission-planner/app/gpt_outputs/tmpvy3_wwqu, ret 7.668034553527832, answer /gpt-mission-planner/app/gpt_outputs/tmp6596xrwp, ret 8.73749303817749, answer /gpt-mission-planner/app/gpt_outputs/tmpmhl4vs83, ret 9.938413381576538, answer /gpt-mission-planner/app/gpt_outputs/tmpheqtksj9, ret 12.120110034942627, answer /gpt-mission-planner/app/gpt_outputs/tmpadram7e_, ret 11.190098762512207, answer /gpt-mission-planner/app/gpt_outputs/tmp1f37_sou, ret 11.670268297195435, answer /gpt-mission-planner/app/gpt_outputs/tmpmbn_gow4, succ False
